Date,Open,High,Low,Close,Adj Close,Volume
2008-09-02,78.040001,78.889999,77.279999,77.320000,45.287682,31688100
2008-09-03,77.010002,78.599998,77.010002,78.019997,45.697689,27014700
2008-09-04,77.680000,78.339996,75.699997,76.139999,44.596531,32200600
2008-09-05,76.000000,76.389999,74.690002,75.620003,44.291962,27869100
2008-09-08,76.760002,77.550003,76.000000,76.769997,44.965534,31222900
2008-09-09,76.070000,76.989998,73.260002,73.260002,42.909683,38473100
2008-09-10,73.879997,75.800003,73.540001,75.250000,44.075256,31399200
2008-09-11,74.559998,75.750000,73.620003,75.559998,44.256821,35639900
2008-09-12,75.519997,77.699997,75.510002,77.500000,45.393108,28646300
2008-09-15,74.940002,77.900002,73.250000,73.250000,42.903809,40186900
2008-09-16,71.989998,76.750000,71.510002,76.430000,44.766407,42584700
2008-09-17,75.599998,79.120003,74.820000,75.279999,44.092808,43487000
2008-09-18,76.290001,77.750000,74.550003,77.750000,45.539532,48231100
2008-09-19,80.489998,82.000000,78.220001,79.610001,46.628967,58834600
2008-09-22,80.199997,81.800003,78.529999,78.879997,46.201405,31995600
2008-09-23,78.570000,80.500000,77.580002,77.690002,45.504398,27868200
2008-09-24,77.949997,79.500000,77.019997,78.029999,45.703541,27539300
2008-09-25,78.540001,81.300003,78.500000,80.669998,47.249847,36144700
2008-09-26,79.029999,81.029999,78.610001,80.650002,47.238125,28933600
2008-09-29,78.919998,80.000000,74.059998,74.059998,43.378246,58785700
2008-09-30,75.620003,78.610001,75.169998,77.660004,45.486828,42032700
2008-10-01,77.190002,79.230003,74.930000,78.580002,46.025681,34337100
2008-10-02,77.769997,79.410004,76.440002,77.500000,45.393108,44100200
2008-10-03,77.849998,81.750000,77.550003,77.940002,45.650822,44177200
2008-10-06,75.650002,77.500000,73.730003,77.320000,45.287682,65937700
2008-10-07,78.000000,79.879997,74.959999,76.070000,44.555546,62791100
2008-10-08,74.849998,79.389999,74.000000,77.000000,45.100258,74941800
2008-10-09,77.599998,78.449997,67.470001,68.000000,39.828796,68771800
2008-10-10,63.860001,66.059998,56.509998,62.360001,36.525352,112867200
2008-10-13,64.900002,73.739998,63.880001,73.080002,42.804234,64864300
2008-10-14,75.050003,75.660004,68.709999,72.459999,42.441086,64126300
2008-10-15,70.760002,70.760002,61.330002,62.349998,36.519482,61247200
2008-10-16,63.310001,69.680000,59.169998,69.449997,40.678085,78110100
2008-10-17,67.050003,72.440002,65.599998,68.040001,39.852230,58398500
2008-10-20,70.370003,75.000000,69.739998,74.989998,43.922958,44874600
2008-10-21,72.449997,74.330002,69.209999,71.500000,41.878799,43789700
2008-10-22,68.739998,69.360001,63.900002,64.570000,37.819805,52089300
2008-10-23,65.879997,70.389999,64.389999,70.389999,41.228664,64686000
2008-10-24,64.010002,70.980003,64.000000,69.040001,40.437935,54629400
2008-10-27,67.580002,70.980003,65.000000,66.089996,38.710060,48774800
2008-10-28,68.870003,75.449997,67.059998,74.860001,43.846809,69047100
2008-10-29,74.870003,77.989998,73.059998,74.650002,43.723816,62703600
2008-10-30,75.000000,75.750000,71.440002,75.050003,43.958107,56158400
2008-10-31,74.370003,77.360001,73.250000,74.120003,43.413399,52835800
