Date,Open,High,Low,Close,Adj Close,Volume
2008-09-02,196.300003,198.199997,188.800003,191.100006,154.285370,7979090
2008-09-03,191.199997,196.600006,187.699997,196.100006,158.322098,6362760
2008-09-04,193.000000,194.699997,182.100006,183.000000,147.745773,8057360
2008-09-05,180.500000,191.800003,179.300003,190.699997,153.962402,8401440
2008-09-08,208.399994,209.500000,195.000000,203.199997,164.054337,17043010
2008-09-09,200.199997,203.800003,188.100006,188.800003,152.428452,11634880
2008-09-10,191.600006,192.399994,181.800003,186.800003,150.813736,9026060
2008-09-11,178.399994,186.800003,176.300003,186.100006,150.248550,13396690
2008-09-12,181.899994,188.899994,177.199997,179.600006,145.000778,10991620
2008-09-15,163.899994,176.800003,147.000000,152.399994,123.040749,26909750
2008-09-16,142.600006,160.100006,141.000000,157.500000,127.158249,25736750
2008-09-17,150.000000,152.300003,130.300003,140.300003,113.271729,31223420
2008-09-18,146.300003,174.000000,128.500000,166.500000,134.424469,34223920
2008-09-19,217.000000,225.300003,190.000000,206.500000,166.718552,26540510
2008-09-22,199.600006,205.600006,195.000000,200.100006,161.551514,11772140
2008-09-23,197.899994,200.000000,181.199997,199.899994,161.390030,8501110
2008-09-24,200.000000,200.000000,188.000000,189.600006,153.074295,8743370
2008-09-25,193.000000,201.699997,190.399994,194.100006,156.707428,9354680
2008-09-26,183.500000,204.199997,181.500000,201.500000,162.681808,11248610
2008-09-29,195.699997,212.899994,177.500000,177.500000,143.305359,20118520
2008-09-30,190.899994,211.699997,189.399994,205.100006,165.588287,11318420
2008-10-01,208.500000,232.399994,200.500000,230.000000,185.691422,15699040
2008-10-02,231.600006,235.000000,220.000000,225.000000,181.654617,10876560
2008-10-03,194.500000,209.000000,177.000000,183.500000,148.149506,29571940
2008-10-06,172.300003,181.199997,161.000000,174.100006,140.560318,15922150
2008-10-07,182.000000,182.000000,150.000000,151.500000,122.314110,12775840
2008-10-08,145.899994,162.899994,140.500000,144.000000,116.258987,15606320
2008-10-09,153.699997,155.000000,129.300003,129.300003,104.390884,18930780
2008-10-10,120.400002,148.000000,120.000000,141.100006,113.917671,26081660
2008-10-13,157.000000,162.600006,145.199997,157.500000,127.158249,16383390
2008-10-14,184.800003,192.500000,173.600006,186.199997,150.329254,25352210
2008-10-15,174.899994,179.300003,160.000000,162.300003,131.033539,15327840
2008-10-16,160.100006,168.800003,146.500000,159.000000,128.369247,17092760
2008-10-17,154.199997,168.300003,148.100006,148.800003,120.134239,15737900
2008-10-20,151.800003,154.000000,146.899994,150.899994,121.829720,10724810
2008-10-21,145.399994,148.000000,136.399994,141.800003,114.482803,17137840
2008-10-22,137.000000,142.000000,130.100006,133.199997,107.539536,13714880
2008-10-23,132.000000,136.000000,125.000000,131.100006,105.844116,14477960
2008-10-24,120.000000,128.000000,119.500000,121.400002,98.012779,12844550
2008-10-27,121.000000,127.599998,116.500000,117.300003,94.702621,12208960
2008-10-28,122.900002,135.500000,115.400002,134.100006,108.266159,15088930
2008-10-29,132.500000,139.600006,127.900002,129.100006,104.229408,13053170
2008-10-30,134.699997,135.000000,127.599998,131.100006,107.172356,10086960
2008-10-31,129.300003,138.199997,128.800003,136.500000,111.586792,9197050
