Date,Open,High,Low,Close,Adj Close,Volume
2008-09-02,32.730000,33.139999,32.060001,32.630001,26.117783,70626400
2008-09-03,32.209999,32.990002,31.549999,32.959999,26.909725,71778400
2008-09-04,32.580002,32.799999,30.500000,30.600000,24.982943,70001300
2008-09-05,30.080000,32.290001,29.820000,32.230000,26.313730,85388200
2008-09-08,35.259998,35.700001,33.450001,34.730000,28.354815,164205500
2008-09-09,34.299999,35.099998,32.299999,32.520000,26.550501,107012300
2008-09-10,32.970001,33.360001,31.200001,32.400002,26.452520,88138200
2008-09-11,30.959999,33.230000,30.370001,33.060001,26.991369,93465600
2008-09-12,32.279999,34.400002,32.099998,33.740002,27.546547,79018300
2008-09-15,28.230000,30.110001,26.549999,26.549999,21.676384,275947400
2008-09-16,25.030001,29.750000,25.000000,29.549999,24.125679,174575700
2008-09-17,28.620001,29.400000,26.520000,27.200001,22.207058,174479800
2008-09-18,28.120001,32.099998,26.860001,30.580000,24.966608,225157700
2008-09-19,38.540001,39.500000,34.410000,37.480000,30.600025,169634200
2008-09-22,35.970001,35.990002,34.000000,34.150002,27.881279,64641500
2008-09-23,34.400002,35.450001,32.000000,33.299999,27.187319,54546200
2008-09-24,33.770000,34.580002,33.000000,33.070000,26.999537,46292200
2008-09-25,34.070000,35.500000,33.520000,34.369999,28.060902,60479300
2008-09-26,33.759998,37.500000,33.290001,36.700001,29.963196,71964400
2008-09-29,36.700001,36.700001,30.250000,30.250000,24.697186,102415400
2008-09-30,32.400002,35.430000,31.850000,35.000000,28.575264,79197200
2008-10-01,34.570000,38.500000,34.220001,38.130001,31.130709,77465900
2008-10-02,37.840000,38.439999,36.310001,36.369999,29.693777,60475000
2008-10-03,37.860001,38.500000,34.020000,34.480000,28.150717,71040700
2008-10-06,31.780001,33.490002,30.780001,32.220001,26.305573,82372200
2008-10-07,29.650000,30.240000,23.770000,23.770000,19.406673,143285000
2008-10-08,20.350000,23.700001,20.010000,22.100000,18.043232,322727700
2008-10-09,23.330000,24.000000,19.510000,19.629999,16.026630,197845600
2008-10-10,19.400000,22.150000,18.990000,20.870001,17.039019,212897700
2008-10-13,23.780001,24.309999,21.650000,22.790001,18.606573,169776400
2008-10-14,26.430000,27.209999,25.000000,26.530001,21.660049,213923300
2008-10-15,25.400000,26.080000,23.600000,23.820000,19.447500,118298900
2008-10-16,24.410000,25.020000,22.110001,24.250000,19.798574,132357000
2008-10-17,23.540001,24.780001,23.160000,23.240000,18.973972,113718000
2008-10-20,23.920000,24.450001,23.010000,24.400000,19.921038,84862900
2008-10-21,23.950001,24.920000,23.700001,23.969999,19.569971,75498200
2008-10-22,23.440001,24.389999,21.660000,22.660000,18.500435,99175000
2008-10-23,22.580000,23.200001,21.559999,23.000000,18.778027,97334900
2008-10-24,20.490000,22.270000,20.490000,21.070000,17.202305,106422900
2008-10-27,20.870001,21.799999,20.490000,20.530001,16.761431,73489800
2008-10-28,21.290001,23.270000,20.020000,23.020000,18.794357,110456600
2008-10-29,23.000000,23.809999,22.100000,22.320000,18.222849,110623200
2008-10-30,23.309999,23.480000,22.170000,22.780001,18.598404,77086600
2008-10-31,22.350000,24.170000,22.350000,24.170000,19.733255,134621200
