Date,Open,High,Low,Close,Adj Close,Volume
2008-09-02,32.430000,32.720001,31.840000,32.369999,22.108494,22808800
2008-09-03,32.119999,33.000000,31.900000,32.950001,22.504629,21928100
2008-09-04,32.599998,33.000000,31.570000,31.650000,21.616734,22731200
2008-09-05,31.309999,32.869999,30.969999,32.740002,22.361202,22487800
2008-09-08,33.500000,34.150002,32.490002,33.939999,23.180794,38026900
2008-09-09,33.340000,33.840000,31.350000,32.060001,21.896767,42337300
2008-09-10,32.009998,32.779999,30.520000,31.850000,21.753336,25024800
2008-09-11,30.910000,33.669998,30.570000,33.639999,22.975895,30864900
2008-09-12,33.110001,34.000000,32.919998,33.830002,23.105667,27914800
2008-09-15,32.250000,34.500000,32.150002,33.020000,22.552439,42250300
2008-09-16,32.009998,35.349998,31.990000,35.270000,24.089172,47337900
2008-09-17,34.590000,35.250000,32.779999,33.340000,22.770994,47668300
2008-09-18,34.169998,38.049999,32.799999,36.770000,25.113667,75279100
2008-09-19,42.029999,42.230000,35.540001,37.990002,25.946922,45554800
2008-09-22,36.119999,37.000000,34.200001,35.000000,23.904772,18165400
2008-09-23,34.310001,35.660000,33.889999,34.009998,23.228598,11593300
2008-09-24,34.549999,34.880001,33.730000,33.849998,23.119320,12493800
2008-09-25,34.580002,36.250000,34.150002,35.310001,24.116488,14695900
2008-09-26,34.360001,36.270000,34.060001,36.200001,25.025578,17871900
2008-09-29,36.099998,36.509998,32.750000,32.750000,22.640541,23939500
2008-09-30,33.790001,36.480000,33.139999,36.020000,24.901133,24100100
2008-10-01,35.450001,37.040001,35.209999,36.680000,25.357407,20159700
2008-10-02,36.490002,37.200001,36.070000,36.310001,25.101616,16689700
2008-10-03,36.799999,37.310001,34.910000,35.060001,24.237474,23434400
2008-10-06,33.730000,35.849998,33.070000,34.799999,24.057735,18237900
2008-10-07,34.270000,35.099998,31.799999,31.799999,21.983791,19060100
2008-10-08,30.150000,33.509998,30.000000,30.830000,21.313221,22011200
2008-10-09,32.209999,32.209999,27.129999,28.930000,19.999722,32789700
2008-10-10,27.000000,31.549999,26.750000,30.360001,20.988293,43106300
2008-10-13,32.660000,33.000000,29.250000,31.250000,21.603565,26618100
2008-10-14,31.920000,32.990002,29.850000,31.459999,21.748747,30831600
2008-10-15,31.080000,32.389999,29.379999,30.129999,20.829298,22147700
2008-10-16,30.410000,31.280001,28.090000,30.870001,21.340874,20995800
2008-10-17,30.100000,31.740000,29.790001,30.549999,21.119648,18870600
2008-10-20,31.309999,31.309999,29.700001,31.120001,21.513693,14203000
2008-10-21,30.280001,31.450001,29.500000,30.200001,20.877693,17493200
2008-10-22,29.600000,30.430000,27.410000,28.110001,19.432844,20889700
2008-10-23,28.760000,29.410000,27.370001,28.680000,19.826889,23335700
2008-10-24,26.549999,30.820000,25.860001,29.450001,20.359205,22253300
2008-10-27,28.559999,30.520000,28.500000,28.820000,19.923677,14806200
2008-10-28,29.830000,30.950001,28.000000,30.820000,21.306299,20494500
2008-10-29,30.580000,30.709999,28.889999,29.030001,20.068848,21824100
2008-10-30,30.330000,30.330000,28.299999,28.799999,19.909847,16885500
2008-10-31,28.600000,30.049999,28.040001,29.809999,20.608074,19957800
