Date,Open,High,Low,Close,Adj Close,Volume
2008-09-02,98.879997,98.879997,95.019997,96.010002,68.394646,7875300
2008-09-03,95.559998,97.989998,93.389999,95.419998,67.974327,6848300
2008-09-04,95.389999,96.589996,90.690002,93.699997,66.749039,9073100
2008-09-05,94.300003,96.389999,91.400002,95.690002,68.166656,6984000
2008-09-08,97.690002,98.000000,93.599998,95.040001,67.703629,6906500
2008-09-09,93.730003,93.900002,87.209999,87.330002,62.211262,8513100
2008-09-10,87.769997,92.879997,87.769997,91.669998,65.302956,7499900
2008-09-11,90.160004,93.349998,87.769997,92.440002,65.851463,6965400
2008-09-12,93.010002,96.639999,93.000000,95.870003,68.413322,6049300
2008-09-15,91.010002,92.620003,89.110001,89.540001,63.896160,7443600
2008-09-16,85.779999,94.790001,82.099998,94.339996,67.321510,10819000
2008-09-17,94.239998,98.639999,90.769997,93.849998,66.971832,10375200
2008-09-18,96.489998,100.529999,94.190002,97.980003,69.919006,10778800
2008-09-19,101.500000,110.809998,99.820000,105.500000,75.285316,9235700
2008-09-22,105.629997,106.980003,101.599998,102.250000,72.966141,6892700
2008-09-23,102.430000,105.300003,100.599998,101.360001,72.330978,6813500
2008-09-24,102.230003,104.309998,100.800003,101.589996,72.495140,4535300
2008-09-25,102.089996,103.449997,101.000000,102.639999,73.244408,5813100
2008-09-26,98.010002,100.690002,94.519997,98.760002,70.475624,5477500
2008-09-29,95.019997,95.489998,83.970001,88.120003,62.882904,9343000
2008-09-30,89.000000,92.699997,89.000000,91.199997,65.080772,5872900
2008-10-01,91.550003,91.690002,86.930000,89.540001,63.896160,6180000
2008-10-02,88.379997,88.379997,82.519997,83.099998,59.300537,7535400
2008-10-03,83.389999,88.910004,82.070000,82.510002,58.879543,5566900
2008-10-06,77.169998,78.820000,69.230003,77.400002,55.233036,10170500
2008-10-07,79.169998,81.389999,71.529999,72.540001,51.764896,7847800
2008-10-08,69.379997,76.559998,67.050003,72.449997,51.700687,10470500
2008-10-09,72.559998,75.239998,62.799999,62.799999,44.814388,8540500
2008-10-10,58.169998,63.680000,54.400002,60.000000,42.816296,15382700
2008-10-13,62.990002,74.459999,62.880001,72.879997,52.007538,9529900
2008-10-14,76.860001,80.480003,73.260002,75.199997,53.663078,11025400
2008-10-15,72.750000,73.680000,62.099998,62.650002,44.707348,8728400
2008-10-16,63.410000,70.809998,60.759998,69.910004,49.888130,12990000
2008-10-17,68.379997,77.440002,66.489998,70.800003,50.523232,7491500
2008-10-20,74.589996,79.769997,73.510002,79.699997,56.874302,9238200
2008-10-21,77.250000,79.169998,74.220001,77.209999,55.097431,6110200
2008-10-22,73.580002,73.580002,66.360001,69.339996,49.481369,7256800
2008-10-23,69.889999,73.290001,65.250000,72.620003,51.821999,8019100
2008-10-24,64.629997,71.500000,62.040001,69.830002,49.831043,5542800
2008-10-27,68.430000,71.230003,63.750000,64.470001,46.006123,5503700
2008-10-28,67.250000,70.500000,61.980000,70.230003,50.116467,7072800
2008-10-29,71.589996,76.379997,71.099998,71.779999,51.222569,7996700
2008-10-30,74.570000,77.669998,71.309998,76.809998,54.812004,5446700
2008-10-31,75.070000,83.489998,74.199997,80.860001,57.702084,6743200
