Date,Open,High,Low,Close,Adj Close,Volume
2008-09-02,24.350000,24.500000,23.549999,23.750000,16.731897,46603000
2008-09-03,23.740000,23.740000,23.150000,23.309999,16.421919,44588000
2008-09-04,22.790001,22.799999,22.160000,22.280001,15.696283,64083100
2008-09-05,22.090000,22.670000,22.070000,22.260000,15.682194,46163100
2008-09-08,22.780001,23.440001,22.430000,23.370001,16.464188,66139800
2008-09-09,23.420000,23.580000,22.910000,22.969999,16.182388,71096300
2008-09-10,23.230000,23.320000,22.969999,22.990000,16.196480,38934800
2008-09-11,22.680000,23.059999,22.389999,23.049999,16.238749,46188400
2008-09-12,22.870001,23.590000,22.610001,23.459999,16.527594,50770000
2008-09-15,22.610001,23.330000,22.360001,22.379999,15.766729,55857400
2008-09-16,21.799999,23.139999,21.740000,22.799999,16.062620,81074300
2008-09-17,22.490000,23.040001,21.770000,21.799999,15.358123,69539100
2008-09-18,22.240000,23.250000,21.850000,22.799999,16.062620,83355900
2008-09-19,24.290001,24.299999,24.290001,24.290001,17.112328,922900
2008-09-22,23.900000,24.200001,23.040001,23.110001,16.281017,52677200
2008-09-23,23.309999,23.500000,22.660000,22.730000,16.013308,46356500
2008-09-24,22.820000,23.209999,22.580000,22.799999,16.062620,43060600
2008-09-25,23.059999,23.900000,22.950001,23.480000,16.541683,57642000
2008-09-26,22.920000,24.000000,22.870001,23.820000,16.781216,59235700
2008-09-29,23.290001,23.540001,21.430000,21.790001,15.351077,86481900
2008-09-30,22.250000,22.610001,21.840000,22.559999,15.893539,60991400
2008-10-01,22.250000,22.440001,21.750000,21.950001,15.463794,52085000
2008-10-02,21.950001,21.990000,21.049999,21.200001,14.935422,61925200
2008-10-03,21.139999,22.400000,21.129999,21.250000,14.970652,73504000
2008-10-06,20.389999,20.969999,19.309999,20.459999,14.414090,105324200
2008-10-07,20.570000,20.910000,18.750000,18.840000,13.272798,104679700
2008-10-08,18.020000,19.600000,17.799999,18.340000,12.920547,130018800
2008-10-09,18.830000,18.889999,16.940001,17.190001,12.110373,99112600
2008-10-10,16.490000,18.219999,16.290001,17.230000,12.138553,137032200
2008-10-13,18.270000,19.299999,17.799999,19.270000,13.575733,72700100
2008-10-14,19.910000,20.150000,18.030001,18.540001,13.061452,86420900
2008-10-15,18.170000,18.209999,16.500000,16.570000,11.673580,94666400
2008-10-16,16.719999,17.750000,16.200001,17.750000,12.504894,104415000
2008-10-17,17.320000,19.549999,16.930000,17.910000,12.617611,83475500
2008-10-20,18.350000,19.010000,17.809999,18.959999,13.357334,66688900
2008-10-21,18.700001,18.889999,17.750000,17.860001,12.582387,75117600
2008-10-22,17.340000,17.840000,16.809999,17.410000,12.265362,75828000
2008-10-23,17.250000,17.879999,16.459999,17.240000,12.145597,85364300
2008-10-24,16.080000,16.930000,15.900000,16.309999,11.490417,88646000
2008-10-27,16.090000,17.190001,16.020000,16.090000,11.335418,65715900
2008-10-28,16.760000,18.350000,16.450001,18.309999,12.899411,88690300
2008-10-29,17.969999,18.700001,17.600000,17.870001,12.589432,72619800
2008-10-30,18.290001,18.320000,17.500000,17.790001,12.533074,67607100
2008-10-31,17.790001,17.980000,17.320000,17.770000,12.518985,82517500
