Date,Open,High,Low,Close,Adj Close,Volume
2008-09-02,167.500000,168.910004,162.699997,165.320007,132.498840,8212100
2008-09-03,163.970001,167.919998,162.029999,167.610001,134.334229,6673500
2008-09-04,166.149994,167.500000,160.000000,160.899994,128.956360,7788700
2008-09-05,157.770004,163.710007,157.720001,163.240005,130.831802,7539000
2008-09-08,171.000000,172.449997,162.509995,169.729996,136.033325,14981500
2008-09-09,167.300003,168.380005,160.500000,161.669998,129.573517,12437500
2008-09-10,159.899994,161.000000,155.729996,157.589996,126.303497,12939000
2008-09-11,151.360001,159.419998,149.869995,157.029999,125.854637,20752800
2008-09-12,154.380005,161.770004,152.350006,154.210007,123.594528,15622500
2008-09-15,142.279999,151.399994,130.429993,135.500000,108.599068,42202300
2008-09-16,118.000000,135.289993,116.129997,133.009995,106.603371,48296400
2008-09-17,120.800003,126.599998,97.779999,114.500000,91.768173,112060400
2008-09-18,106.000000,120.000000,86.309998,108.000000,86.558632,114590700
2008-09-19,142.509995,144.979996,116.000000,129.800003,104.030678,43208300
2008-09-22,132.779999,135.639999,120.430000,120.779999,96.801407,21938700
2008-09-23,118.889999,125.949997,113.010002,125.050003,100.223732,20037600
2008-09-24,128.440002,133.699997,126.019997,133.000000,106.595367,46611300
2008-09-25,134.250000,137.990005,128.759995,135.500000,108.599068,19172100
2008-09-26,132.490005,137.990005,129.509995,137.990005,110.594719,15806400
2008-09-29,134.490005,134.619995,105.000000,120.699997,96.737259,24147600
2008-09-30,126.889999,130.000000,124.500000,128.000000,102.588005,13129900
2008-10-01,127.320000,135.350006,124.989998,134.500000,107.797539,13837100
2008-10-02,132.169998,133.210007,128.050003,131.539993,105.425240,10894700
2008-10-03,132.839996,142.000000,126.940002,128.000000,102.588005,16080700
2008-10-06,122.099998,127.169998,115.000000,124.000000,99.382156,21368000
2008-10-07,127.510002,127.510002,112.019997,115.000000,92.168938,17184000
2008-10-08,110.000000,121.000000,107.550003,113.000000,90.566002,18223800
2008-10-09,117.750000,118.940002,100.000000,101.349998,81.228905,28150500
2008-10-10,86.110001,99.400002,74.000000,88.800003,71.170471,71312700
2008-10-13,98.930000,115.650002,91.000000,111.000000,88.963074,45400500
2008-10-14,125.970001,128.000000,117.320000,122.900002,98.500534,41605300
2008-10-15,114.449997,120.709999,110.790001,113.150002,90.686218,22250100
2008-10-16,115.000000,118.489998,104.000000,112.400002,90.085121,27901700
2008-10-17,110.239998,118.589996,107.000000,114.300003,91.607903,18413500
2008-10-20,117.550003,123.800003,115.650002,121.500000,97.378464,16908300
2008-10-21,120.839996,123.620003,118.830002,121.349998,97.258286,13588000
2008-10-22,117.190002,120.190002,111.000000,115.059998,92.217010,15459100
2008-10-23,113.980003,116.000000,101.709999,108.580002,87.289032,25529600
2008-10-24,96.000000,105.000000,96.000000,100.400002,80.713013,24494800
2008-10-27,96.800003,102.000000,91.470001,92.879997,74.667549,20595000
2008-10-28,96.989998,97.250000,82.220001,93.570000,75.222267,50066600
2008-10-29,93.349998,102.709999,88.660004,97.660004,78.510284,27769900
2008-10-30,101.160004,101.250000,88.010002,91.110001,73.244629,29700400
2008-10-31,88.980003,95.000000,87.199997,92.500000,74.362099,24881200
